X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,W,Y
42,81,3,1,3,-1.24,-0.72,-0.85,0.76,-0.95,-0.14,-0.86,-1.42,1.1,-1.35,-0.5,1.55,-0.38,-1.02,-0.58,1,58.9446606446329
33,57,3,3,2,0.76,-0.81,-0.78,0.9,0.92,-0.9,-1.31,1.95,-1.86,0.54,-0.63,2.09,-0.64,1.53,0.49,1,42.7376299340537
53,83,2,5,1,0.66,-0.23,1.28,-0.9,-1.27,-0.65,-0.4,0.25,0.17,-0.51,-0.43,0.85,-0.41,0.73,0.24,1,50.2461609360158
70,90,3,5,1,-0.47,-0.35,-0.79,0.02,-0.39,-0.09,0.25,-0.26,-0.88,1.37,-0.47,0.35,2.53,-0.43,0.11,1,58.8777772314997
32,78,4,1,2,-0.21,0.28,-1.74,0.38,-2.92,0.31,-0.89,-0.33,0.93,0.47,-0.04,1.96,2.22,3.17,-1.05,0,43.4322338336407
45,79,3,3,1,0.71,0.25,-0.78,-3.19,-1.22,0.55,0.38,-0.94,0.2,0.5,0.02,0.93,-0.71,0.6,-0.79,1,49.6575519417508
74,89,5,5,3,-1.42,0.97,0.58,1.89,-0.48,1,0.4,0.99,0.19,-0.18,-1.03,0.2,0.92,-0.44,0.36,1,67.4384793804091
57,96,3,5,1,-0.99,0.1,-0.62,-0.11,-1.18,1.34,1.35,0.78,0.42,-0.34,-1.29,0.58,-0.31,-0.57,-0.59,1,65.1776498725015
29,79,4,5,2,-1.41,-0.63,0.21,0.92,0.76,-0.8,-0.21,-1.46,0.71,1.56,-0.45,-0.36,-0.65,-0.08,-1.14,1,58.5588004646525
38,97,4,5,3,0.41,-0.06,-0.75,-0.8,-0.27,0.37,-0.47,0.98,-0.44,-0.91,-0.53,1.48,0.05,0.4,-2.39,1,60.8999573783196
37,89,3,3,1,-0.66,0.29,0.36,0.65,0.19,0.12,-0.11,-0.91,1.82,-0.11,-1.21,-0.94,0.34,1.93,-0.4,1,57.9505536808892
48,87,5,5,1,-1.02,-0.63,2.18,-0.18,-1.5,0.38,1.37,0.9,-0.83,-1.86,0.46,0.98,-0.89,-0.49,-0.51,1,52.5048962038256
38,82,4,1,3,0.25,-0.37,0.6,2.41,-0.18,0.02,-2.17,0.78,-0.92,-0.39,1.09,0.21,-0.81,-0.19,1.63,1,59.8391637379386
57,79,5,5,2,-0.82,1.22,-0.74,-2.33,-0.45,-0.34,-1.18,0.81,-0.84,0.79,0.09,0.84,1.09,-0.19,0.87,1,67.3186133519183
39,90,3,1,2,1.49,1.26,0.85,-0.68,0.61,-0.56,1.26,-1.46,-0.16,-1.74,0.04,1.39,0.96,0.18,0.09,1,48.1373975307737
45,73,3,3,2,-0.1,-0.22,0.1,-0.59,0.08,1.27,1.46,-0.23,-2,-0.36,0.55,-0.61,-0.69,0.14,0.99,1,44.1804601303196
72,88,5,1,2,0.23,0.47,-1.53,-0.79,-0.83,0.97,0.37,-1.77,-0.8,-0.76,0.2,-0.06,0.29,0.66,-0.5,1,67.5509828973272
25,84,3,1,1,-2.44,0.17,0.56,0.54,0.86,-0.71,0.83,0.66,-0.77,2.04,1.03,-0.51,-2.04,-0.87,0.65,1,44.7292031036696
63,94,2,2,1,0.15,0.79,-1.38,0.93,0.03,0.42,0.26,0.04,1.91,-1.18,-1.5,-0.35,-1.24,-0.13,-1.04,1,67.4851626505728
30,74,2,5,1,-1.2,0.59,0.1,-0.18,-0.57,0.37,0.26,-1.13,-0.77,-0.47,-0.3,-0.67,0.01,0.46,0.87,1,45.7394590218628
28,74,2,5,1,0.3,-1.27,0.8,0.87,-2.17,1.87,0.94,-0.14,-0.31,-0.53,-1.14,0.66,-0.89,-0.13,0.08,1,51.6681848701274
41,74,3,1,1,1.78,0.19,-1.66,-0.15,-0.94,0.82,0.23,-0.27,0.04,-1.14,-0.19,2.51,0.31,-1.33,1.19,0,44.1502472627282
51,90,4,2,1,1.1,0.57,-0.06,1.3,-0.24,-0.02,0.25,1.81,-0.7,-1.24,-1.49,0.03,0.13,1.36,-0.36,1,58.2542068077116
41,81,4,1,2,-0.25,0.3,-0.25,-0.08,-0.23,-0.55,0.24,-1.33,-0.07,1.36,-2.7,-0.01,2.74,-0.54,-0.59,1,54.7209209646266
65,95,3,5,2,-0.09,-0.34,-0.8,-0.03,0.74,-0.2,0.4,0.64,-0.97,-0.88,-0.46,1.33,2.35,-0.55,2.6,1,73.1328451472502
69,84,3,3,1,-0.47,-2.47,0.61,1.35,-0.97,1.38,-0.53,0.95,-0.87,1.69,-0.17,0.58,2.28,-1.68,-0.29,1,62.3318993720028
42,86,4,5,2,0.11,-1.32,-2.2,1.96,0.74,-0.1,-0.85,0.78,-0.33,0.1,1.62,-0.69,3.1,1.06,0.59,1,61.2474844103704
27,94,4,1,2,-0.88,0.41,2.17,0.05,-0.32,-1.14,0.63,-0.38,-0.11,1.43,-2.16,-0.95,-0.86,-0.23,1.2,1,57.2783115308506
72,95,3,4,2,-0.79,-0.93,-1.02,1.09,0.99,-0.62,0.99,-0.88,0.81,-1.36,0.99,0.55,0.29,-1.57,-2.07,1,71.7624596902475
40,81,3,5,1,-1.65,0.3,0.72,-1.8,0.51,-0.88,0.61,-0.51,-1.78,0.79,0.01,0.57,0.43,-0.16,0.38,1,49.4728205159313
69,90,3,3,1,0.61,-0.67,1.95,1.14,1.53,-0.49,0.47,-1.24,0.81,-0.22,0.2,1.63,1.72,-0.17,-0.14,1,65.8133797620373
48,95,3,1,2,0.33,-1.01,-0.67,0.58,-1.23,0.6,-0.33,-0.89,0.13,0.35,1.65,-0.99,0.81,0.17,-0.05,0,62.088825583312
34,97,4,4,1,0.36,-0.95,0.6,-1.9,0.87,1.65,0.63,0.62,-0.06,1.46,0.92,2.2,-1.23,-1.25,0.87,1,52.3608592249924
43,90,4,5,2,0.71,0.24,1.05,-1.16,1.39,-1.11,1.6,-0.52,-1.31,-0.05,1.14,1.9,-0.85,-0.39,-0.01,1,64.8930616542049
46,74,5,4,2,0.49,0.55,0.11,-0.64,-1.2,0.76,1.14,-0.6,-0.16,0.72,0.44,0.79,-0.08,-1.43,0.58,1,50.9016000043282
59,84,4,4,2,-0.36,-1.89,1.2,-0.51,-0.01,0.23,-0.26,0.65,-0.08,0.18,-1.26,-1.44,-1.7,-0.43,-0.91,1,61.256756959033
41,83,4,2,2,-0.9,1.01,0.21,0.78,0.79,1.57,0.66,0.12,-0.84,1.35,1.07,-0.64,0.52,0.05,0.7,1,54.2241193313059
32,77,5,1,3,-0.11,0.69,-0.37,1.77,-0.83,0.58,0.42,-0.91,1.06,-0.35,0.83,0.55,-1.88,0.92,0.57,1,51.2962459797859
66,91,2,5,2,-0.22,0.75,-1.03,0.16,0.24,0.11,0.75,1.22,-1.38,-1.03,-0.49,0.83,0.68,0.6,1.15,1,65.8728562330745
47,96,3,5,2,0.52,-1.29,-0.71,-1.39,0.41,-0.16,-0.15,-1.74,0.92,-0.27,-0.92,0.37,-1.34,-0.47,-1.51,1,58.59374242174
51,96,3,5,2,-0.44,1.71,-1.2,0.26,-0.03,-1.03,-1.43,-0.07,-0.69,0.42,-2.24,1.61,-1.05,0.03,-0.37,1,57.0248682232218
43,90,2,3,3,0.78,-0.97,0.89,-0.79,1.56,-1.25,-1.04,0.75,-0.62,-1.33,1.54,-0.36,0.46,0.9,-1.22,0,53.0652983957267
40,88,4,4,2,-0.52,0.53,-0.44,-0.14,-0.1,-3.29,1,-0.74,-1.05,0.38,-0.29,0.6,-1.69,-1.28,-1.16,1,55.4529848601819
37,76,4,1,1,1.07,-0.56,1.02,-0.59,0.91,-0.12,-0.51,1.95,-0.22,-0.29,0.23,-0.51,-0.47,-1.33,0.35,1,54.1386748781993
61,61,4,4,1,-1.71,-0.9,-0.35,0.03,0.13,-0.35,-1.73,0.41,-0.4,1.7,-1.58,-0.01,0,1.33,-1.21,1,56.7346540558087
35,88,4,1,1,0.84,0.02,-1.23,-0.28,-0.78,1.88,0.28,1.33,0.34,0.15,1.47,0.24,-0.75,-0.25,0.63,1,63.4196506518653
33,81,2,4,2,0.27,0.69,-0.08,-0.49,0.43,-0.28,-0.27,0.01,-0.7,-1.02,-0.61,0.38,-0.67,-0.3,-1.91,1,54.7473660387333
63,91,3,2,3,-1.13,0.62,-0.1,-0.62,0.59,0.6,-0.63,0.93,-0.27,1.86,-0.01,0.61,-0.2,-0.02,0.33,0,59.3254621067683
40,86,4,3,2,-0.6,-0.45,0.61,-0.43,-0.43,-1.74,-1.19,0.15,-0.29,0.36,0.9,-0.58,0.4,-1.96,-1.11,1,55.3254445682736
41,79,4,2,1,1.21,-0.85,0.15,-0.81,-0.24,0.01,1.66,-0.45,-1,-1.46,-0.14,-0.62,1.61,-0.87,0.68,1,60.9748769112978
58,71,3,1,1,-1.38,-0.72,0.27,0.86,1.17,-1.47,-0.1,-0.59,-0.84,-0.84,-0.54,-0.92,1.19,-0.56,3.02,1,58.1500338149776
59,81,2,4,2,-0.2,0.02,0.63,-0.19,1.48,0.89,0.17,-0.52,-0.5,1.32,0.17,1.04,-0.87,-0.48,0.45,1,62.1610053042242
73,88,2,4,3,-0.78,0,-1.04,-0.98,0.43,-0.51,-1.27,-1.47,1,-0.02,-2.01,-2.23,-1.66,2.04,-0.25,1,70.3326764827143
40,86,3,5,2,0.65,-1.67,0.33,0.25,0.53,0.57,-0.05,-0.49,-2.28,0.06,0.82,-1.4,-1.1,-0.4,-0.07,1,56.8982086473212
70,82,3,3,1,-0.8,-0.08,1.24,0.21,0.32,0.73,0.13,0.51,0.02,-1.15,-0.77,0.68,-0.27,-0.71,-0.22,1,63.0433006835963
47,93,2,4,1,0.21,0.92,-0.64,-0.77,-0.27,-0.86,-0.74,1.15,1.22,1.5,-0.92,0.63,0.47,-0.36,0.83,1,59.492570710041
66,82,3,1,1,-0.17,-0.66,-1.68,0.79,-0.61,0.48,1.4,-0.47,0.85,-0.5,-0.57,1.87,-0.99,0.09,1.01,1,64.4992490330786
60,68,4,3,2,-0.75,-0.78,1.23,-0.93,-1.25,0.46,0.86,-1.06,0.27,1.68,0.9,-0.12,0.85,-0.24,1.26,1,54.6281030709477
44,75,3,3,1,-0.05,0.64,-1.63,-0.95,0.52,-0.52,0.2,-0.15,-0.22,0.06,1.34,0.38,1.24,0.04,-1.72,1,59.6245556511688
53,81,3,3,2,0.3,1.16,0.48,2.14,-0.01,1.17,0.46,-0.65,-0.37,2.23,0.07,-0.31,-0.01,2.75,-1.38,1,59.7043531319538
72,90,4,1,2,-0.43,2.39,-0.13,-1.3,0.03,-0.24,-1.26,1.75,-0.33,-1.1,1.03,1.25,1.71,-0.93,-0.13,1,68.1197085189535
36,59,5,5,1,0.66,0.17,-1.16,-2.2,-0.57,0.89,-0.51,1.53,-1.35,-1.87,0.47,0.31,1.23,-1.08,1.29,1,46.4221811892398
31,93,5,4,1,1.29,0.8,-0.52,1.36,1.16,-0.21,0.35,-1.25,-1.36,0.83,0.24,1.12,0.91,-0.53,-0.16,1,61.3930538966603
43,83,3,3,1,0.36,-1.41,0.63,0.89,0.36,-0.17,0.17,-2,1.57,-1.04,0.43,-0.01,-0.6,-1.52,-0.54,1,63.3608691375358
73,76,3,4,1,-0.81,-1.7,-0.83,0.37,0.11,-0.47,0.74,-0.56,-2.06,-0.67,1.61,-0.68,0.62,0.61,0,1,59.3656823645136
58,94,3,1,2,-0.63,1.79,1.37,0.63,0.83,-0.5,-0.4,-1.89,1.08,1.35,-0.5,-1.73,-0.01,0.79,0.77,1,63.424813034003
37,68,3,5,1,-0.52,-1.55,1.96,0.37,0.3,-0.52,-0.37,-0.83,-1.07,-0.26,-1.37,0.82,-0.55,-0.29,-0.35,1,50.5283282105485
27,80,4,2,2,-0.7,-0.01,-1.35,0.08,-1.28,0.77,0.01,0.63,1.44,-0.5,-0.37,-1.24,0.77,1.12,0.7,1,49.3857219788331
38,89,3,5,2,0.28,-1.9,-1.25,-0.35,-0.26,-0.51,-0.41,-0.58,1.6,-0.75,1.4,-0.53,0.08,-0.32,0.47,1,54.5840052031645
68,85,5,3,1,-0.22,1.04,-0.15,0.69,0.26,0.32,-1.17,0.08,0.5,2.04,0.23,1.99,-0.51,0.38,0.29,1,62.2399213918786
35,86,2,4,1,0.57,0.57,1.17,-0.87,-0.39,1.13,-0.26,0.63,0.98,0.76,0.58,-0.82,-0.4,1.43,0.61,0,53.3409509523663
59,79,2,3,3,-1.19,-1.13,-0.35,0.82,-0.23,-0.25,-1.49,-1.11,-0.44,-3.06,-0.45,2.7,1.21,-0.31,-1.55,1,58.2094532139826
56,75,4,2,2,0.59,-0.09,0.33,0.12,0.97,1.34,-1.76,-1.71,0.69,0.79,1.59,1.34,0,1.13,1.45,1,55.5181340208158
30,78,4,3,1,-0.11,1.26,-1.48,-0.63,0.06,0,-0.29,1.37,1.07,0.03,0.72,-2.23,-1.44,1.4,0.61,1,47.3630141521654
41,83,5,4,2,0.62,-0.12,-0.69,0.9,-0.24,0.85,-0.56,0.03,0.42,1,-1.69,1.05,0.44,-0.13,0.64,1,52.0402623306139
39,93,3,5,2,-0.1,-0.41,-1.06,0.06,-1.29,-0.07,1.12,0.52,1.35,-0.51,0.66,-1.88,-1.46,-0.24,-0.76,1,62.1693495345092
32,79,5,2,2,0.9,-0.43,0.36,-0.41,0.78,0.4,-0.56,0.66,0.57,-0.2,-0.22,-0.36,1.53,-0.14,-0.15,1,36.3894659281571
45,91,4,1,1,0.76,-0.63,-2.17,0.27,0.48,-0.55,0.6,-0.26,0.53,-0.95,-0.24,1.09,-1.48,-0.09,2.24,1,60.0636848206009
38,92,3,5,3,-0.47,0.38,0.5,-0.64,-0.06,-0.9,-0.09,-1.45,-1.21,-0.63,1.69,0.63,1.15,0.87,-0.18,0,61.6513635709876
47,71,3,1,2,-0.41,0.9,-0.49,-0.55,0.03,-2.28,-0.37,-1.24,1.06,0.33,0.38,0.33,1.7,0,0.41,1,45.2051793558293
70,90,5,3,2,0.9,-1.37,0.65,-1.12,0.98,-1.49,-0.12,-0.78,-0.75,-0.05,-0.33,2.77,-0.5,-0.64,-0.29,1,71.3701548264032
61,85,2,2,2,-2.52,1.77,1.4,0.82,1.06,0.36,-0.04,-1.09,-1.65,2.21,0.79,-0.07,0.95,1.36,0.36,1,65.5618596487646
36,83,4,3,1,-0.56,2.15,-1.28,0.78,-0.95,-0.86,0.83,-0.85,-0.79,-0.8,1.07,-2.64,-1.16,0.2,0.75,1,57.9721676090159
35,92,3,3,2,0.46,-0.29,-1.7,0.97,-0.17,0.5,1.58,1.38,1.79,-0.69,0.05,0.25,0.11,0.05,-0.97,1,45.0936065696036
61,72,4,2,1,1.24,0.95,1.5,0.01,1.48,1.29,-1.12,-0.09,-1.02,-0.34,-0.87,-0.45,0.73,-0.55,0.73,1,59.8648220597176
40,96,3,3,2,0.36,-1.27,-1.54,0.51,-1.56,0.88,0.39,1.37,-0.38,-0.59,-1.48,-0.92,0.33,0.22,-0.74,0,63.7631759602094
73,94,3,1,2,0.41,0.93,1.21,-0.4,1.9,0,-0.45,0.65,1.93,0.4,0.17,0.34,0.58,-0.22,-0.65,1,66.9880573805238
66,83,2,3,2,0.85,0.04,-0.58,0.08,-0.06,1.74,-0.44,1.63,1.31,-1.25,0.69,-0.9,0.3,0.58,-0.5,1,54.4674169463608
51,85,3,5,1,-1.54,0.94,0.56,0.18,-0.15,1.11,-0.23,1.97,0.62,0.57,-0.4,0.42,-0.98,0.46,-0.57,1,57.0171189703275
58,85,4,5,1,-0.41,0.45,-0.59,0.23,-1.3,0.92,0.22,0.75,-0.99,-0.01,-0.67,-0.32,1.29,0.61,-0.46,1,57.4139419626836
28,97,2,3,2,-0.74,0.91,0.49,-0.25,-0.12,-1.08,-0.35,-0.6,-0.82,-0.24,-0.4,0.49,-0.93,-0.35,1.59,1,61.1733297653094
30,80,4,3,2,0.21,1,0.53,-2.04,0.71,-0.58,-0.52,-0.08,1.78,1.17,-0.94,0.89,-0.92,-0.03,-1.02,1,53.434357733149
45,71,3,2,1,1.96,-0.6,0.19,-1.71,-0.66,-0.71,1.57,0.24,-0.27,-2.04,0.51,-0.7,-0.8,0.31,-1.23,1,57.41713471068
43,92,4,4,2,-0.16,-0.59,-1.49,2.17,-1.13,1.22,-0.11,1.36,-1.95,-0.1,-1.25,-0.06,-0.27,-1.06,0.55,1,66.2165737839269
43,75,4,2,3,0.98,-0.55,0.21,1.56,0.48,0.89,0.22,0.51,1.55,-0.59,0.38,-1.13,0.31,1.27,0.14,1,53.4001645240541
30,97,2,5,3,0.3,1.06,-2.39,0.77,0.82,0.52,0.2,-0.37,-0.4,-0.03,-0.12,0.82,0.33,0.16,1.17,1,57.0780523103742
47,82,3,5,1,-0.71,0.94,1.61,0.93,0.13,0.69,-0.62,1.58,-0.99,0.08,1.85,-1.36,-0.04,0,-0.61,1,59.1339889310939
71,83,3,4,3,0,1.16,1.59,0.63,0.06,1.32,-0.39,-0.64,0.7,-0.09,-0.34,0.3,1.59,-0.23,0.46,1,65.7499907203335
42,71,5,1,2,-0.1,-0.44,-0.63,0.76,0.16,-0.46,-0.5,1.15,-1.6,-0.21,-0.01,1.42,-0.85,-0.28,0.12,1,59.2542941874793
35,79,4,4,2,1.74,-1.92,1.58,-2.03,-0.75,0.95,0.27,-0.01,-0.05,-0.5,0.68,-0.28,0.18,0.57,1.5,1,47.3854069739332
36,77,4,5,3,0.15,0,-0.83,-1.24,-1.9,-0.17,-0.59,-1.64,0.35,-3.03,-0.34,2.95,-0.38,-1.12,-1.33,1,56.5917042338135
31,79,2,5,3,-1.22,-0.53,0.21,-0.8,-0.05,0.45,-0.57,0.47,-0.25,1.11,0.08,-0.77,-1.42,0.16,-1.04,0,57.0911945067689
65,75,3,5,2,-0.11,0.69,0.59,-0.53,-0.81,2.59,0.04,-2.45,-1.48,-0.08,-0.26,-0.27,-0.9,-0.15,1.24,1,61.573311985613
75,91,4,3,3,-2.67,-0.84,0.59,1.89,0,0.68,1.28,-0.89,-0.33,-0.83,-0.27,-0.36,0.32,-1.02,0.05,1,70.3885289167534
66,84,3,5,1,-0.56,0.62,-1.11,1.07,0.11,2.57,-0.75,0.75,0.43,1,2.04,1.36,-1.33,1.07,1.51,1,64.3918965221219
60,76,3,2,2,-0.38,0.29,-0.46,-0.07,-1.33,-0.78,-1.11,1.63,0.53,-0.77,1.01,1.57,1.08,0.39,0.3,1,63.904576032371
62,82,3,2,2,-0.64,-0.32,-1.75,-0.05,1.31,-0.42,-1.58,-1.31,0.3,0.8,0.16,-0.18,-0.77,0.04,-0.47,1,62.7166371632677
25,82,3,1,2,-0.15,1.15,-0.91,-0.12,2.21,1.65,0.94,0.59,0.4,-0.81,-1.52,-0.19,0.01,-0.34,0.82,0,57.1511034310857
63,85,3,2,1,-0.06,1.49,-1.45,-1.47,-0.26,0.41,1.4,0.4,0.5,0.77,-0.68,0.23,-0.59,0.2,0.76,1,65.161882652306
35,87,3,3,2,-1.09,1.08,-1.32,-0.67,1.48,1.48,0.15,-0.79,-0.91,-2.66,0.36,1.59,-0.4,0.16,0.71,1,53.8862230546277
31,83,5,1,2,-1.47,0.5,-0.25,1.04,-0.17,2.11,1.84,-0.58,-0.41,0.89,-1.21,-0.9,0.7,0.72,0.23,1,37.1427636068505
68,87,4,3,3,-1.01,2.08,-2.05,-2.75,0.46,-0.74,-2.8,1.63,-0.13,-0.31,-0.58,1.4,-1.5,-0.7,-1.15,1,61.2225844404706
45,89,2,2,1,0.35,1.06,-0.34,0.01,-1.36,0.73,1.39,-0.87,1.37,-0.42,1.58,0.13,-0.08,1.5,0.36,1,60.4867181139097
53,68,5,2,3,-1.29,-0.77,-0.2,-0.4,-0.95,-0.38,0.13,-1.13,0.38,-0.04,-1.39,1.02,0.69,-0.08,0.31,0,46.6299750169637
31,93,4,4,1,-0.49,-0.37,0.35,1.33,-0.36,0.89,0.21,0.45,0.8,-0.48,0.07,0.16,-1.98,1.23,0.68,1,47.8323585736796
75,79,4,5,2,0.82,-0.05,1.18,0.1,0.3,1.62,-0.14,-1.44,0.51,-0.22,-0.44,0.28,0.2,-0.9,0.12,1,57.370313248377
50,84,3,2,2,0.24,-0.56,-0.66,0.02,-0.8,2.18,-0.38,1.94,-0.26,0.97,-1.2,0.01,0.42,0.45,-0.51,1,57.7372931730933
49,79,3,4,3,-1.61,0.32,-0.78,0.59,0.51,-1.76,-0.86,-0.06,-1.55,-2.84,-0.45,0.42,0.72,-0.62,0.07,1,50.738631392175
65,65,4,1,1,-0.67,0.59,-0.67,1.98,-0.41,-1.09,0.82,-1.05,0.34,-1.43,0.62,-0.64,-1.22,1.29,0.26,1,58.8349472202952
51,89,4,5,1,-1.78,0.49,-0.52,0.68,0.04,-0.21,0.78,-0.82,0.27,0.06,-0.69,0.13,2.42,-1.47,-0.11,1,55.7964976716539
52,85,4,1,3,0.09,2.1,-0.31,0.84,-1,0.66,-0.39,-0.4,0.42,-0.38,0.97,0.03,1.62,0.07,0.3,1,59.6438029330571
36,78,3,2,1,0.52,-0.05,-1.39,0.89,-1.8,0.66,1.57,-0.24,2.1,-0.04,0.82,-0.53,-2.02,1.41,0.17,1,42.7260559143308
31,63,4,1,1,0.37,0.37,0.2,3.09,-0.62,0.72,-0.38,-0.41,0.82,0.89,1.44,0.65,0.12,0.1,-0.24,1,40.8004938436906
48,67,4,4,1,-0.49,-0.7,-0.24,-0.18,0.25,-0.43,-2.54,0.63,-0.43,0,-0.71,0.82,-0.07,1.78,-0.15,1,61.3414111354711
68,91,4,3,2,1.14,0.73,0.92,-2.14,1.8,-0.09,-0.88,-0.31,-0.18,-0.79,0.8,0.53,0.28,0.21,-1.8,1,65.0929039542809
71,85,4,2,1,0.42,-0.93,0.81,0.98,1,1.47,-0.75,-0.28,-0.54,-1.29,-0.71,0.9,2.01,0.46,0.04,1,62.3101200137417
52,84,3,1,2,-0.68,-1.2,-0.41,0.77,-0.03,0.92,-1.64,1.14,1.85,0.17,0.74,1.52,-0.67,-0.63,-0.89,1,54.7220616242175
74,69,4,5,1,1.68,-0.69,-0.24,-0.58,-3.1,0.93,-0.14,1.32,0.41,3.09,1.23,-0.76,0.87,-0.69,2.14,1,48.0828531759361
34,94,3,5,1,0.7,-1.73,1.64,1.68,0.12,0.38,-0.12,-1.1,-1.29,0.23,0.23,-0.43,-0.75,-0.03,1.95,1,46.7202212703533
73,68,4,2,2,0.1,0.45,0.03,0.41,0.83,-1.17,-0.18,0.91,1.22,-0.59,0.91,0.15,-0.21,-1.85,-0.45,1,57.590113779533
35,87,4,3,2,-0.5,1.57,2.08,-0.21,-0.06,-1.35,0.12,0.63,0.5,-1.45,0.96,0.23,0.63,0.24,-0.4,1,63.2839804889345
30,96,4,1,1,0.09,0.98,0.1,-0.49,-1.22,-0.6,2.81,-0.75,-0.05,-0.95,0.05,-0.53,1.04,0.34,-1.64,1,57.2838914637534
26,86,3,3,2,2.01,0.85,-0.32,-0.78,0.84,-1.6,-0.87,-0.17,0.66,-1.71,0.75,-0.3,-1.11,0.81,-0.56,1,54.505932700715
40,96,3,4,2,0.09,0.23,1.02,0.66,0.9,-0.18,-2.11,0.82,-0.05,-1.94,-0.58,1.26,-1,-0.39,-0.03,1,56.3578686008729
40,93,5,2,2,-0.77,-1.04,0.7,-0.85,0.58,0.74,-0.47,-1.25,-0.08,-0.27,0.84,1.39,0.45,-0.69,0.77,1,54.5162836284969
55,74,3,4,2,0.55,0.5,-0.04,1.81,0.76,-0.49,-2.39,-0.4,1.38,-0.17,0.41,0.65,-2.11,1.69,1.63,1,56.4249486973303
54,87,4,1,3,0.48,-1.06,-0.55,-1.27,0.9,-2.02,1.67,-0.22,1.58,0.01,-0.45,1.71,0.04,-0.38,0.91,1,55.1876920608096
60,96,3,3,3,-0.79,0.96,1.41,1.01,0.69,0.57,-0.54,0.76,-1.61,1.86,0.32,-1.06,0.38,-1.09,-0.08,1,63.6823279504921
44,84,3,3,1,-0.2,0.08,1.02,2.74,0.8,-1.22,-1.63,-0.88,0.23,-1.92,0.4,-2.52,-0.19,-0.31,-1.04,1,47.0569222977276
70,95,3,5,1,-0.21,-0.81,-0.28,-0.44,2.59,0,0.58,0.45,-1.17,-1.91,-0.6,-1.21,-0.38,-1.2,0.41,1,66.5064159196339
58,85,3,2,1,0.44,-0.42,0.19,1.03,1.75,0.98,-0.74,2.69,-0.05,0.58,-1.2,0.23,0.15,-1.39,0.83,1,58.2520794664097
67,75,3,2,2,-0.29,-0.85,0.29,0.89,0.26,-0.72,0.58,-0.57,-1.11,1.15,0.2,0.24,-1.23,0.64,1.26,1,67.2838334566735
38,72,4,2,1,0.3,1.83,0.61,0.55,0.51,-0.69,1.22,-1.06,-0.36,0.74,-1.07,-0.13,0.28,-0.12,1.69,0,46.586702239999
75,87,4,3,3,0.46,-0.8,-0.04,1.18,-0.46,2.79,-0.32,-0.62,-2.15,0.98,-0.57,0.9,-0.77,0.67,1.07,1,66.6087906469101
57,87,4,3,1,-0.22,-0.31,-0.47,-0.17,0.05,-0.61,-0.05,-0.39,-1.05,-1.01,-0.97,-1.06,-0.42,1.08,0.37,0,61.3464139708173
70,84,2,2,2,-2.84,0.59,-0.52,0.44,0.21,1.31,0.52,-0.71,0.4,-1.19,0.49,1.76,0.3,1.07,-0.43,1,72.8541526116447
31,76,5,5,1,0,-0.77,-2.63,0.65,-0.09,-0.46,0.81,0.22,0.14,0.45,0.81,2.43,-0.05,-1.25,-0.04,1,46.9776122551503
46,80,2,2,1,0.73,0.95,-1.62,-0.68,-1.17,-0.56,-0.53,0.23,1.98,0.34,-1.47,1.31,-0.22,-0.57,-1.04,0,50.199040650027
66,93,4,2,2,0.24,-0.9,0.7,0.58,0.87,1.26,3.03,0.21,0.77,1.47,1.07,0.37,-0.06,-0.62,1.07,1,66.7319926094484
43,88,4,5,3,0.03,-1.04,0.97,0.18,-2.01,-0.23,1.4,0.13,0.99,0.39,-0.38,-0.04,-1.81,1.72,-0.83,1,48.2900904826404
33,90,4,1,2,0.13,0.15,-2.17,0.55,-0.19,2.13,1.09,-0.8,0.48,0.32,1.06,1,-0.94,0.04,-0.41,1,57.4555850336227
51,87,4,5,1,-1.2,-0.96,-1.24,-3.23,0.21,0.6,-0.01,0.72,-1.19,1.15,-0.86,-0.57,1.69,-0.35,1.59,1,62.9407347590304
67,85,3,3,3,-0.47,-2.22,-0.9,0.6,0.08,-0.85,-1.09,1.03,1.65,0.57,0.17,0.19,0.12,1.25,-0.14,1,61.650912184546
74,66,4,1,1,0.55,-0.07,-1.1,0.55,0.76,-0.02,0.36,-1.17,0.24,1.52,1.12,-1.05,2.78,0.32,0.98,1,57.497116556368
37,81,3,1,2,1.08,2.31,-0.61,0.86,-0.5,0.33,-0.29,0.44,0.26,-1.16,1.52,2.46,0.85,0.29,1.2,1,49.8381499524123
59,78,3,3,3,1.11,-1.23,-0.51,-0.44,0.05,-0.9,-1.28,-1.49,-0.47,-0.36,1.61,0.45,-0.42,-1.23,-0.22,1,57.9221525750798
28,86,4,5,1,0.12,-0.54,0.94,0.15,-1.45,-0.58,0.73,-0.13,-0.23,-0.2,2.1,-0.96,-0.41,0.46,0.72,1,51.2858387161716
64,70,4,1,3,-0.59,-0.09,-0.57,-0.5,1.93,-0.82,-1.1,-1.6,-0.72,-0.08,-0.93,1.03,1.13,0.28,0.2,1,54.4415177343528
46,71,5,2,1,0.16,1.41,-0.79,-1.49,-0.14,-2.82,0.08,2.24,-1.42,0.69,-0.09,0.11,0.67,-0.57,0.91,1,50.0349832614101
36,90,3,2,2,-0.55,-1.46,0.48,-0.24,0.29,0.77,0.25,1.27,-0.64,-0.61,-0.77,-0.92,0.59,0.94,0.68,1,59.1385647271174
